ID	Description	Count	GeneRatio	geneID
GO:0061076	negative regulation of neural retina development	0	0/101	
GO:2000743	negative regulation of anterior head development	0	0/101	
GO:2000744	positive regulation of anterior head development	0	0/101	
GO:0062226	regulation of adult somatic muscle development	0	0/101	
GO:0062227	positive regulation of adult somatic muscle development	0	0/101	
GO:0062228	negative regulation of adult somatic muscle development	0	0/101	
GO:0062224	positive regulation of somatic muscle development	0	0/101	
GO:0062225	negative regulation of somatic muscle development	0	0/101	
GO:0061233	mesonephric glomerular basement membrane development	0	0/101	
GO:0072274	metanephric glomerular basement membrane development	0	0/101	
GO:0035775	pronephric glomerulus morphogenesis	0	0/101	
GO:0061231	mesonephric glomerulus vasculature development	0	0/101	
GO:0061232	mesonephric glomerular epithelium development	0	0/101	
GO:2000087	regulation of mesonephric glomerulus development	0	0/101	
GO:0072244	metanephric glomerular epithelium development	0	0/101	
GO:0072109	glomerular mesangium development	0	0/101	
GO:0072239	metanephric glomerulus vasculature development	0	0/101	
GO:0072275	metanephric glomerulus morphogenesis	0	0/101	
GO:0035776	pronephric proximal tubule development	0	0/101	
GO:0035777	pronephric distal tubule development	0	0/101	
GO:1900206	regulation of pronephric nephron tubule development	0	0/101	
GO:1900207	negative regulation of pronephric nephron tubule development	0	0/101	
GO:0061220	mesonephric macula densa development	0	0/101	
GO:0072227	metanephric macula densa development	0	0/101	
GO:0072271	metanephric short descending thin limb development	0	0/101	
GO:0072065	long descending thin limb bend development	0	0/101	
GO:0072269	metanephric long descending thin limb development	0	0/101	
GO:0072222	metanephric early distal convoluted tubule development	0	0/101	
GO:0072225	metanephric late distal convoluted tubule development	0	0/101	
GO:0031285	regulation of sorocarp stalk cell differentiation	0	0/101	
GO:0031149	sorocarp stalk cell differentiation	0	0/101	
GO:0036360	sorocarp stalk morphogenesis	0	0/101	
GO:0044671	sorocarp spore cell differentiation	0	0/101	
GO:1901261	regulation of sorocarp spore cell differentiation	0	0/101	
GO:0031153	slug development involved in sorocarp development	0	0/101	
GO:0031154	culmination involved in sorocarp development	0	0/101	
GO:0031156	regulation of sorocarp development	0	0/101	
GO:0031288	sorocarp morphogenesis	0	0/101	
GO:0099134	chimeric sorocarp development	0	0/101	
GO:0099137	altruistic, chimeric, non-reproductive fruiting body development	0	0/101	
GO:0010865	stipule development	0	0/101	
GO:0090436	leaf pavement cell development	0	0/101	
GO:1905622	negative regulation of leaf development	0	0/101	
GO:1905623	positive regulation of leaf development	0	0/101	
GO:2000024	regulation of leaf development	0	0/101	
GO:1900055	regulation of leaf senescence	0	0/101	
GO:1900212	negative regulation of mesenchymal cell apoptotic process involved in metanephros development	0	0/101	
GO:1900213	positive regulation of mesenchymal cell apoptotic process involved in metanephros development	0	0/101	
GO:1900215	negative regulation of apoptotic process involved in metanephric collecting duct development	0	0/101	
GO:1900216	positive regulation of apoptotic process involved in metanephric collecting duct development	0	0/101	
GO:1900218	negative regulation of apoptotic process involved in metanephric nephron tubule development	0	0/101	
GO:1900219	positive regulation of apoptotic process involved in metanephric nephron tubule development	0	0/101	
GO:0060719	chorionic trophoblast cell development	0	0/101	
GO:0014725	regulation of extraocular skeletal muscle development	0	0/101	
GO:1905592	negative regulation of optical nerve axon regeneration	0	0/101	
GO:1905593	positive regulation of optical nerve axon regeneration	0	0/101	
GO:1904673	negative regulation of somatic stem cell population maintenance	0	0/101	
GO:1904674	positive regulation of somatic stem cell population maintenance	0	0/101	
GO:0070785	negative regulation of growth of unicellular organism as a thread of attached cells	0	0/101	
GO:1900432	negative regulation of filamentous growth of a population of unicellular organisms in response to heat	0	0/101	
GO:1900438	negative regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus	0	0/101	
GO:1900444	negative regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus	0	0/101	
GO:1900742	negative regulation of filamentous growth of a population of unicellular organisms in response to pH	0	0/101	
GO:0070786	positive regulation of growth of unicellular organism as a thread of attached cells	0	0/101	
GO:1900433	positive regulation of filamentous growth of a population of unicellular organisms in response to heat	0	0/101	
GO:1900436	positive regulation of filamentous growth of a population of unicellular organisms in response to starvation	0	0/101	
GO:1900439	positive regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus	0	0/101	
GO:1900445	positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus	0	0/101	
GO:1900743	positive regulation of filamentous growth of a population of unicellular organisms in response to pH	0	0/101	
GO:0036187	cell growth mode switching, budding to filamentous	0	0/101	
GO:0097321	cell growth mode switching, filamentous to budding	0	0/101	
GO:2000217	regulation of invasive growth in response to glucose limitation	0	0/101	
GO:1900440	regulation of filamentous growth of a population of unicellular organisms in response to neutral pH	0	0/101	
GO:1900441	negative regulation of filamentous growth of a population of unicellular organisms in response to neutral pH	0	0/101	
GO:1900442	positive regulation of filamentous growth of a population of unicellular organisms in response to neutral pH	0	0/101	
GO:0001403	invasive growth in response to glucose limitation	0	0/101	
GO:0036165	invasive growth in response to heat	0	0/101	
GO:0045311	invasive growth in response to pheromone	0	0/101	
GO:0097317	invasive growth in response to biotic stimulus	0	0/101	
GO:0097318	invasive growth in response to abiotic stimulus	0	0/101	
GO:2000218	negative regulation of invasive growth in response to glucose limitation	0	0/101	
GO:2000219	positive regulation of invasive growth in response to glucose limitation	0	0/101	
GO:0061123	negative regulation of positive chemotaxis to cAMP	0	0/101	
GO:0050929	induction of negative chemotaxis	0	0/101	
GO:0050930	induction of positive chemotaxis	0	0/101	
GO:0061122	positive regulation of positive chemotaxis to cAMP	0	0/101	
GO:0038033	positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway	0	0/101	
GO:0061119	regulation of positive chemotaxis to cAMP by chlorinated alkylphenone	0	0/101	
GO:1905521	regulation of macrophage migration	0	0/101	
GO:0061869	regulation of hepatic stellate cell migration	0	0/101	
GO:1904752	regulation of vascular associated smooth muscle cell migration	0	0/101	
GO:0021841	chemoattraction involved in interneuron migration from the subpallium to the cortex	0	0/101	
GO:0021842	chemorepulsion involved in interneuron migration from the subpallium to the cortex	0	0/101	
GO:1900147	regulation of Schwann cell migration	0	0/101	
GO:1900238	regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway	0	0/101	
GO:1905483	regulation of motor neuron migration	0	0/101	
GO:0060296	regulation of cilium beat frequency involved in ciliary motility	0	0/101	
GO:0061125	negative regulation of positive chemotaxis to cAMP by chlorinated alkylphenone	0	0/101	
GO:0002692	negative regulation of cellular extravasation	0	0/101	
GO:0071676	negative regulation of mononuclear cell migration	0	0/101	
GO:0061871	negative regulation of hepatic stellate cell migration	0	0/101	
GO:1904753	negative regulation of vascular associated smooth muscle cell migration	0	0/101	
GO:0048902	anterior lateral line neuromast deposition	0	0/101	
GO:0048922	posterior lateral line neuromast deposition	0	0/101	
GO:1900148	negative regulation of Schwann cell migration	0	0/101	
GO:1905484	negative regulation of motor neuron migration	0	0/101	
GO:0061124	positive regulation of positive chemotaxis to cAMP by chlorinated alkylphenone	0	0/101	
GO:0061870	positive regulation of hepatic stellate cell migration	0	0/101	
GO:1904754	positive regulation of vascular associated smooth muscle cell migration	0	0/101	
GO:0038090	positive regulation of cell migration by VEGF-activated platelet derived growth factor receptor signaling pathway	0	0/101	
GO:1900149	positive regulation of Schwann cell migration	0	0/101	
GO:0035793	positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway	0	0/101	
GO:1905485	positive regulation of motor neuron migration	0	0/101	
GO:1904553	negative regulation of chemotaxis to arachidonic acid	0	0/101	
GO:1904554	positive regulation of chemotaxis to arachidonic acid	0	0/101	
GO:0050927	positive regulation of positive chemotaxis	0	0/101	
GO:0050928	negative regulation of positive chemotaxis	0	0/101	
GO:0061118	regulation of positive chemotaxis to cAMP	0	0/101	
GO:0050924	positive regulation of negative chemotaxis	0	0/101	
GO:0050925	negative regulation of negative chemotaxis	0	0/101	
GO:0090025	regulation of monocyte chemotaxis	0	0/101	
GO:0021966	corticospinal neuron axon guidance	0	0/101	
GO:0031290	retinal ganglion cell axon guidance	0	0/101	
GO:0033563	dorsal/ventral axon guidance	0	0/101	
GO:0033564	anterior/posterior axon guidance	0	0/101	
GO:0036514	dopaminergic neuron axon guidance	0	0/101	
GO:0036515	serotonergic neuron axon guidance	0	0/101	
GO:0061642	chemoattraction of axon	0	0/101	
GO:0061643	chemorepulsion of axon	0	0/101	
GO:0071678	olfactory bulb axon guidance	0	0/101	
GO:0072499	photoreceptor cell axon guidance	0	0/101	
GO:0097374	sensory neuron axon guidance	0	0/101	
GO:0097376	interneuron axon guidance	0	0/101	
GO:0097492	sympathetic neuron axon guidance	0	0/101	
GO:1904938	planar cell polarity pathway involved in axon guidance	0	0/101	
GO:0071977	bacterial-type flagellum-dependent swimming motility	0	0/101	
GO:0071978	bacterial-type flagellum-dependent swarming motility	0	0/101	
GO:1902021	regulation of bacterial-type flagellum-dependent cell motility	0	0/101	
GO:0003367	cell-cell adhesion involved in ameboidal cell migration	0	0/101	
GO:0003371	establishment or maintenance of cytoskeleton polarity involved in ameboidal cell migration	0	0/101	
GO:0051546	keratinocyte migration	0	0/101	
GO:0061581	corneal epithelial cell migration	0	0/101	
GO:0061582	intestinal epithelial cell migration	0	0/101	
GO:0090521	glomerular visceral epithelial cell migration	0	0/101	
GO:0097324	melanocyte migration	0	0/101	
GO:0061868	hepatic stellate cell migration	0	0/101	
GO:0003395	neuron migration involved in dendrite retrograde extension	0	0/101	
GO:0097476	spinal cord motor neuron migration	0	0/101	
GO:0021853	cerebral cortex GABAergic interneuron migration	0	0/101	
GO:0021823	cerebral cortex tangential migration using cell-cell interactions	0	0/101	
GO:0021824	cerebral cortex tangential migration using cell-axon interactions	0	0/101	
GO:0072681	fibronectin-dependent thymocyte migration	0	0/101	
GO:1904738	vascular associated smooth muscle cell migration	0	0/101	
GO:1904969	slow muscle cell migration	0	0/101	
GO:0035789	metanephric mesenchymal cell migration	0	0/101	
GO:0035696	monocyte extravasation	0	0/101	
GO:0050902	leukocyte adhesive activation	0	0/101	
GO:0035703	monocyte migration into blood stream	0	0/101	
GO:0036336	dendritic cell migration	0	0/101	
GO:0097531	mast cell migration	0	0/101	
GO:1905517	macrophage migration	0	0/101	
GO:0021809	neurotrophic factor signaling initiating cell movement, involved in cerebral cortex radial glia guided migration	0	0/101	
GO:0021810	neurotransmitter signaling initiating cell movement, involved in cerebral cortex radial glia guided migration	0	0/101	
GO:0021811	growth factor signaling initiating cell movement involved in cerebral cortex radial glia guided migration	0	0/101	
GO:0048077	negative regulation of compound eye pigmentation	0	0/101	
GO:0048078	positive regulation of compound eye pigmentation	0	0/101	
GO:0070951	regulation of neutrophil mediated killing of gram-negative bacterium	0	0/101	
GO:0070952	regulation of neutrophil mediated killing of gram-positive bacterium	0	0/101	
GO:0070957	negative regulation of neutrophil mediated killing of gram-negative bacterium	0	0/101	
GO:0070958	negative regulation of neutrophil mediated killing of gram-positive bacterium	0	0/101	
GO:0070963	positive regulation of neutrophil mediated killing of gram-negative bacterium	0	0/101	
GO:0070964	positive regulation of neutrophil mediated killing of gram-positive bacterium	0	0/101	
GO:0039634	killing by virus of host cell during superinfection exclusion	0	0/101	
GO:0044659	viral release from host cell by cytolysis	0	0/101	
GO:0044696	killing by virus of host cell by post-segregational killing	0	0/101	
GO:0044477	envenomation resulting in negative regulation of platelet aggregation in other organism	0	0/101	
GO:0044478	envenomation resulting in positive regulation of platelet aggregation in other organism	0	0/101	
GO:0044544	envenomation resulting in plasminogen activation in other organism	0	0/101	
GO:0044485	envenomation resulting in fibrinogenolysis in other organism	0	0/101	
GO:0044551	envenomation resulting in vasodilation in other organism	0	0/101	
GO:0044515	envenomation resulting in positive regulation of glucagon-like peptide receptor 1 activity in other organism	0	0/101	
GO:0044514	envenomation resulting in positive regulation of G protein-coupled receptor activity in other organism	0	0/101	
GO:0044520	envenomation resulting in positive regulation of vasoactive intestinal polypeptide receptor activity in other organism	0	0/101	
GO:0044473	envenomation resulting in negative regulation of calcium channel activity in other organism	0	0/101	
GO:0044493	envenomation resulting in negative regulation of voltage-gated sodium channel activity in other organism	0	0/101	
GO:0044494	envenomation resulting in positive regulation of voltage-gated sodium channel activity in other organism	0	0/101	
GO:0044562	envenomation resulting in negative regulation of voltage-gated potassium channel activity in other organism	0	0/101	
GO:0044734	envenomation resulting in positive regulation of acid-sensing ion channel activity in other organism	0	0/101	
GO:0044735	envenomation resulting in negative regulation of acid-sensing ion channel activity in other organism	0	0/101	
GO:0044637	envenomation resulting in negative regulation of complement activation, classical pathway in other organism	0	0/101	
GO:0044638	envenomation resulting in positive regulation of complement activation, classical pathway in other organism	0	0/101	
GO:0044640	envenomation resulting in negative regulation of complement activation, lectin pathway in other organism	0	0/101	
GO:0044641	envenomation resulting in positive regulation of complement activation, lectin pathway in other organism	0	0/101	
GO:0044643	envenomation resulting in positive regulation of complement activation, alternative pathway in other organism	0	0/101	
GO:0044644	envenomation resulting in negative regulation of complement activation, alternative pathway in other organism	0	0/101	
GO:0052180	negative regulation of peptidase activity in other organism involved in symbiotic interaction	0	0/101	
GO:0035917	negative regulation of calcium channel activity in other organism	0	0/101	
GO:0052056	negative regulation by symbiont of host molecular function	0	0/101	
GO:0052199	negative regulation of catalytic activity in other organism involved in symbiotic interaction	0	0/101	
GO:0052405	negative regulation by host of symbiont molecular function	0	0/101	
GO:0044516	positive regulation of glucagon-like peptide receptor 1 activity in other organism	0	0/101	
GO:0044518	positive regulation of vasoactive intestinal polypeptide receptor activity in other organism	0	0/101	
GO:0044360	modulation of voltage-gated potassium channel activity in other organism	0	0/101	
GO:0044489	negative regulation of voltage-gated sodium channel activity in other organism	0	0/101	
GO:0044490	positive regulation of voltage-gated sodium channel activity in other organism	0	0/101	
GO:0044738	negative regulation of acid-sensing ion channel in other organism	0	0/101	
GO:0044739	positive regulation of acid-sensing ion channel in other organism	0	0/101	
GO:0039506	modulation by virus of host molecular function	0	0/101	
GO:0052148	modulation by symbiont of host catalytic activity	0	0/101	
GO:0043946	positive regulation of catalytic activity in other organism involved in symbiotic interaction	0	0/101	
GO:0052198	modulation of peptidase activity in other organism involved in symbiotic interaction	0	0/101	
GO:0052422	modulation by host of symbiont catalytic activity	0	0/101	
GO:1990969	modulation by host of viral RNA-binding transcription factor activity	0	0/101	
GO:0043964	induction by symbiont of host adenylate cyclase-mediated signal transduction	0	0/101	
GO:0043965	suppression by symbiont of host adenylate cyclase-mediated signal transduction	0	0/101	
GO:0044083	modulation by symbiont of host Rho protein signal transduction	0	0/101	
GO:0052076	induction by symbiont of host ethylene-mediated defense response	0	0/101	
GO:0075110	induction by symbiont of host receptor-mediated signal transduction	0	0/101	
GO:0075131	induction by symbiont of host protein kinase-mediated signal transduction	0	0/101	
GO:0075134	induction by symbiont of host calcium or calmodulin-mediated signal transduction	0	0/101	
GO:0039514	suppression by virus of host JAK-STAT cascade	0	0/101	
GO:0039527	suppression by virus of host TRAF-mediated signal transduction	0	0/101	
GO:0075111	suppression by symbiont of host receptor-mediated signal transduction	0	0/101	
GO:0075132	suppression by symbiont of host protein kinase-mediated signal transduction	0	0/101	
GO:0075135	suppression by symbiont of host calcium or calmodulin-mediated signal transduction	0	0/101	
GO:0075112	modulation by symbiont of host transmembrane receptor-mediated signal transduction	0	0/101	
GO:0052080	modulation by symbiont of host innate immune response MAPK kinase signaling	0	0/101	
GO:0044658	pore formation in membrane of host by symbiont	0	0/101	
GO:0019049	mitigation of host defenses by virus	0	0/101	
GO:0019054	modulation by virus of host cellular process	0	0/101	
GO:0019087	transformation of host cell by virus	0	0/101	
GO:0039599	cleavage by virus of host mRNA	0	0/101	
GO:0039637	catabolism by virus of host DNA	0	0/101	
GO:0039656	modulation by virus of host gene expression	0	0/101	
GO:0044662	disruption by virus of host cell membrane	0	0/101	
GO:0098676	modulation of host virulence by virus	0	0/101	
GO:0098932	disruption by virus of host cell wall peptidoglycan during virus entry	0	0/101	
GO:0098995	disruption by virus of host envelope lipopolysaccharide during virus entry	0	0/101	
GO:0033636	modulation by symbiont of host response to temperature stimulus	0	0/101	
GO:0033639	modulation by symbiont of host response to water	0	0/101	
GO:0033640	modulation by symbiont of host response to osmotic stress	0	0/101	
GO:0033641	modulation by symbiont of host response to pH	0	0/101	
GO:0033642	modulation by symbiont of host response to gravitational stimulus	0	0/101	
GO:0044069	modulation by symbiont of host anion transport	0	0/101	
GO:0044071	modulation by symbiont of host cell cycle	0	0/101	
GO:0044758	modulation by symbiont of host synaptic transmission	0	0/101	
GO:0052026	modulation by symbiont of host transcription	0	0/101	
GO:0052027	modulation by symbiont of host signal transduction pathway	0	0/101	
GO:0052040	modulation by symbiont of host programmed cell death	0	0/101	
GO:0052054	negative regulation by symbiont of host peptidase activity	0	0/101	
GO:0075071	modulation by symbiont of host autophagy	0	0/101	
GO:1903653	modulation by symbiont of host cell motility	0	0/101	
GO:0052006	catabolism by symbiont of substance in host	0	0/101	
GO:0052174	metabolism by symbiont of host macromolecule	0	0/101	
GO:1990208	positive regulation by symbiont of RNA levels in host	0	0/101	
GO:1990209	negative regulation by symbiont of RNA levels in host	0	0/101	
GO:0044032	modulation by symbiont of indole acetic acid levels in host	0	0/101	
GO:0052021	modulation by symbiont of ethylene levels in host	0	0/101	
GO:0052022	modulation by symbiont of jasmonic acid levels in host	0	0/101	
GO:0052023	modulation by symbiont of salicylic acid levels in host	0	0/101	
GO:0052024	positive regulation by symbiont of hormone or growth regulator levels in host	0	0/101	
GO:0075343	modulation by symbiont of abscisic acid levels in host	0	0/101	
GO:0034053	modulation by symbiont of host defense-related programmed cell death	0	0/101	
GO:0044414	suppression of host defenses by symbiont	0	0/101	
GO:0044416	induction by symbiont of host defense response	0	0/101	
GO:0052032	modulation by symbiont of host inflammatory response	0	0/101	
GO:0052081	modulation by symbiont of defense-related host salicylic acid-mediated signal transduction pathway	0	0/101	
GO:0052084	modulation by symbiont of host ethylene-mediated defense response	0	0/101	
GO:0052168	modulation by symbiont of defense-related host calcium-dependent protein kinase pathway	0	0/101	
GO:0052092	positive regulation by symbiont of nutrient release from host	0	0/101	
GO:0052043	modification by symbiont of host cellular component	0	0/101	
GO:0052110	occlusion by symbiont of host vascular system	0	0/101	
GO:0085044	disassembly by symbiont of host cuticle	0	0/101	
GO:0043921	modulation by host of viral transcription	0	0/101	
GO:0044789	modulation by host of viral release from host cell	0	0/101	
GO:0044793	negative regulation by host of viral process	0	0/101	
GO:0044794	positive regulation by host of viral process	0	0/101	
GO:0044827	modulation by host of viral genome replication	0	0/101	
GO:0044868	modulation by host of viral molecular function	0	0/101	
GO:0052187	modification by host of symbiont cellular component	0	0/101	
GO:0052494	occlusion by host of symbiont vascular system	0	0/101	
GO:0052364	catabolism by host of substance in symbiont	0	0/101	
GO:0052416	metabolism by host of symbiont macromolecule	0	0/101	
GO:0052519	positive regulation by host of nutrient release from symbiont	0	0/101	
GO:0097616	positive regulation by host of symbiont type IV pilus-dependent motility	0	0/101	
GO:0052332	modification by organism of membrane in other organism involved in symbiotic interaction	0	0/101	
GO:0052333	modification by organism of cell wall of other organism involved in symbiotic interaction	0	0/101	
GO:0052334	modification by organism of cytoskeleton of other organism involved in symbiotic interaction	0	0/101	
GO:0052008	disruption by symbiont of host cellular component	0	0/101	
GO:0052367	disruption by host of symbiont cellular component	0	0/101	
GO:0052497	occlusion by organism of xylem in other organism involved in symbiotic interaction	0	0/101	
GO:0039522	suppression by virus of host mRNA export from nucleus	0	0/101	
GO:0044833	modulation by virus of host protein transport	0	0/101	
GO:1990216	positive regulation by symbiont of host transcription	0	0/101	
GO:0075713	establishment of integrated proviral latency	0	0/101	
GO:0075720	establishment of episomal latency	0	0/101	
GO:0019046	release from viral latency	0	0/101	
GO:0075529	establishment of latency as a circular episome	0	0/101	
GO:0075530	establishment of latency as a linear episome	0	0/101	
GO:0032359	provirus excision	0	0/101	
GO:0098689	latency-replication decision	0	0/101	
GO:0030683	mitigation of host immune response by virus	0	0/101	
GO:0098672	evasion by virus of CRISPR-cas system	0	0/101	
GO:0099016	DNA end degradation evasion by virus	0	0/101	
GO:0099018	restriction-modification system evasion by virus	0	0/101	
GO:0006948	induction by virus of host cell-cell fusion	0	0/101	
GO:0039517	modulation by virus of host protein serine/threonine phosphatase activity	0	0/101	
GO:0039525	modulation by virus of host chromatin organization	0	0/101	
GO:0039596	modulation by virus of host protein dephosphorylation	0	0/101	
GO:0039612	modulation by virus of host protein phosphorylation	0	0/101	
GO:0039636	suppression by virus of host cell wall biogenesis	0	0/101	
GO:0039648	modulation by virus of host protein ubiquitination	0	0/101	
GO:0044863	modulation by virus of host cell division	0	0/101	
GO:0075528	modulation by virus of host immune response	0	0/101	
GO:0098673	inhibition of host DNA replication by virus	0	0/101	
GO:1904187	regulation of transformation of host cell by virus	0	0/101	
GO:1904188	negative regulation of transformation of host cell by virus	0	0/101	
GO:1904189	positive regulation of transformation of host cell by virus	0	0/101	
GO:0039507	suppression by virus of host molecular function	0	0/101	
GO:0039516	modulation by virus of host catalytic activity	0	0/101	
GO:0039587	suppression by virus of host tetherin activity	0	0/101	
GO:0099015	degradation of host chromosome by virus	0	0/101	
GO:0090680	disruption by virus of host outer membrane	0	0/101	
GO:0039638	lipopolysaccharide-mediated virion attachment to host cell	0	0/101	
GO:0039666	virion attachment to host cell pilus	0	0/101	
GO:0046813	receptor-mediated virion attachment to host cell	0	0/101	
GO:0046814	coreceptor-mediated virion attachment to host cell	0	0/101	
GO:0098931	virion attachment to host cell flagellum	0	0/101	
GO:0019069	viral capsid assembly	0	0/101	
GO:0019070	viral genome maturation	0	0/101	
GO:0019072	viral genome packaging	0	0/101	
GO:0046755	viral budding	0	0/101	
GO:0098003	viral tail assembly	0	0/101	
GO:0098005	viral head-tail joining	0	0/101	
GO:0046797	viral procapsid maturation	0	0/101	
GO:0098677	virion maturation	0	0/101	
GO:0046753	non-lytic viral release	0	0/101	
GO:1902186	regulation of viral release from host cell	0	0/101	
GO:1902187	negative regulation of viral release from host cell	0	0/101	
GO:1902188	positive regulation of viral release from host cell	0	0/101	
GO:0039693	viral DNA genome replication	0	0/101	
GO:0039694	viral RNA genome replication	0	0/101	
GO:0044828	negative regulation by host of viral genome replication	0	0/101	
GO:0044829	positive regulation by host of viral genome replication	0	0/101	
GO:0045070	positive regulation of viral genome replication	0	0/101	
GO:0046786	viral replication complex formation and maintenance	0	0/101	
GO:0046815	genome retention in viral capsid	0	0/101	
GO:0039663	membrane fusion involved in viral entry into host cell	0	0/101	
GO:0039664	lysis of host organelle involved in viral entry into host cell	0	0/101	
GO:0039667	viral entry into host cell via pilus retraction	0	0/101	
GO:0039678	viral genome ejection through host cell envelope	0	0/101	
GO:0044694	pore-mediated entry of viral genome into host cell	0	0/101	
GO:0046596	regulation of viral entry into host cell	0	0/101	
GO:0046597	negative regulation of viral entry into host cell	0	0/101	
GO:0046598	positive regulation of viral entry into host cell	0	0/101	
GO:0075509	endocytosis involved in viral entry into host cell	0	0/101	
GO:0098994	disruption of host cell envelope during viral entry	0	0/101	
GO:0140267	viral entry via permeabilization of host membrane	0	0/101	
GO:0039674	exit of virus from host cell nucleus	0	0/101	
GO:0075519	microtubule-dependent intracellular transport of viral material	0	0/101	
GO:0075520	actin-dependent intracellular transport of virus	0	0/101	
GO:0075606	transport of viral material towards nucleus	0	0/101	
GO:0075732	viral penetration into host nucleus	0	0/101	
GO:1901252	regulation of intracellular transport of viral material	0	0/101	
GO:1901253	negative regulation of intracellular transport of viral material	0	0/101	
GO:1901254	positive regulation of intracellular transport of viral material	0	0/101	
GO:1903901	negative regulation of viral life cycle	0	0/101	
GO:1903902	positive regulation of viral life cycle	0	0/101	
GO:1905137	regulation of viral DNA genome packaging via site-specific sequence recognition	0	0/101	
GO:1903773	negative regulation of viral budding via host ESCRT complex	0	0/101	
GO:1903774	positive regulation of viral budding via host ESCRT complex	0	0/101	
GO:1905138	positive regulation of viral DNA genome packaging via site-specific sequence recognition	0	0/101	
GO:0039708	nuclear capsid assembly	0	0/101	
GO:0039709	cytoplasmic capsid assembly	0	0/101	
GO:0046807	viral scaffold assembly and maintenance	0	0/101	
GO:0019073	viral DNA genome packaging	0	0/101	
GO:0019074	viral RNA genome packaging	0	0/101	
GO:0039702	viral budding via host ESCRT complex	0	0/101	
GO:0046760	viral budding from Golgi membrane	0	0/101	
GO:0046761	viral budding from plasma membrane	0	0/101	
GO:0046762	viral budding from endoplasmic reticulum membrane	0	0/101	
GO:0046765	viral budding from nuclear membrane	0	0/101	
GO:0098004	virus tail fiber assembly	0	0/101	
GO:0098045	virus baseplate assembly	0	0/101	
GO:0046752	viral capsid precursor transport to host cell nucleus	0	0/101	
GO:0039710	cytoplasmic icosahedral capsid assembly	0	0/101	
GO:0039711	cytoplasmic helical capsid assembly	0	0/101	
GO:0098006	viral DNA genome packaging, headful	0	0/101	
GO:0098035	viral DNA genome packaging via site-specific sequence recognition	0	0/101	
GO:0039640	viral release by cytolysis via suppression of host peptidoglycan biosynthetic process	0	0/101	
GO:0044660	viral release by cytolysis via pore formation in host cell membrane	0	0/101	
GO:0046754	viral exocytosis	0	0/101	
GO:0099045	viral extrusion	0	0/101	
GO:1901217	regulation of holin activity	0	0/101	
GO:0044790	negative regulation by host of viral release from host cell	0	0/101	
GO:0044791	positive regulation by host of viral release from host cell	0	0/101	
GO:0039685	rolling hairpin viral DNA replication	0	0/101	
GO:0039686	bidirectional double-stranded viral DNA replication	0	0/101	
GO:0039687	viral DNA strand displacement replication	0	0/101	
GO:0039688	viral double stranded DNA replication via reverse transcription	0	0/101	
GO:0039689	negative stranded viral RNA replication	0	0/101	
GO:0039690	positive stranded viral RNA replication	0	0/101	
GO:0039691	double stranded viral RNA replication	0	0/101	
GO:0039692	single stranded viral RNA replication via double stranded DNA intermediate	0	0/101	
GO:0044830	modulation by host of viral RNA genome replication	0	0/101	
GO:0045091	regulation of single stranded viral RNA replication via double stranded DNA intermediate	0	0/101	
GO:0045870	positive regulation of single stranded viral RNA replication via double stranded DNA intermediate	0	0/101	
GO:0045869	negative regulation of single stranded viral RNA replication via double stranded DNA intermediate	0	0/101	
GO:0039704	viral translational shunt	0	0/101	
GO:0039705	viral translational readthrough	0	0/101	
GO:0075522	IRES-dependent viral translational initiation	0	0/101	
GO:0075523	viral translational frameshifting	0	0/101	
GO:0075524	ribosomal skipping	0	0/101	
GO:0075525	viral translational termination-reinitiation	0	0/101	
GO:1904971	regulation of viral translation	0	0/101	
GO:1904972	negative regulation of viral translation	0	0/101	
GO:1904973	positive regulation of viral translation	0	0/101	
GO:0019084	middle viral transcription	0	0/101	
GO:0019085	early viral transcription	0	0/101	
GO:0019086	late viral transcription	0	0/101	
GO:0032897	negative regulation of viral transcription	0	0/101	
GO:0039695	DNA-templated viral transcription	0	0/101	
GO:0039696	RNA-templated viral transcription	0	0/101	
GO:0043922	negative regulation by host of viral transcription	0	0/101	
GO:0043923	positive regulation by host of viral transcription	0	0/101	
GO:0046782	regulation of viral transcription	0	0/101	
GO:0050434	positive regulation of viral transcription	0	0/101	
GO:0075527	viral RNA editing	0	0/101	
GO:0039697	negative stranded viral RNA transcription	0	0/101	
GO:1903772	regulation of viral budding via host ESCRT complex	0	0/101	
GO:0046771	viral budding from inner nuclear membrane	0	0/101	
GO:0046772	viral budding from outer nuclear membrane	0	0/101	
GO:0046740	transport of virus in host, cell to cell	0	0/101	
GO:0046741	transport of virus in host, tissue to tissue	0	0/101	
GO:0019065	receptor-mediated endocytosis of virus by host cell	0	0/101	
GO:0075510	macropinocytosis involved in viral entry into host cell	0	0/101	
GO:0039503	suppression by virus of host innate immune response	0	0/101	
GO:0039588	suppression by virus of host antigen processing and presentation	0	0/101	
GO:0039671	evasion by virus of host natural killer cell activity	0	0/101	
